"S.No.","Division..Seat.No.","Name.of.Member","State","No.of.days.member.signed.the.register","Total","Session"
17,12,"Ms. Sushila Tiriya","OR ","15",17,219
18,12,"Shri Nand Kumar Sai","CHT ","15",17,219
19,15,"Dr. Prabha Thakur","RJ ","17",17,219
20,16,"Prof. Alka Balram Kshatriya","GJ ","17",17,219
21,18,"Shri Silvius Condpan","AS ","15",17,219
22,24,"Shri M. Venkaiah Naidu","RJ ","11",17,219
23,25,"Shri Ravi Shankar Prasad","BR ","10",17,219
24,29,"Shri Prakash Javadekar","MH ","17",17,219
25,31,"Shri G.K. Vasan","TN ","M",17,219
26,32,"Shri M. Rama Jois","KAR ","15",17,219
27,37,"Shri Santosh Bagrodia","RJ ","16",17,219
28,37,"Sardar Sukhdev Singh Dhindsa","PB ","16",17,219
29,38,"Smt. Jayanthi Natarajan","TN ","10",17,219
30,38,"Shri Sanjay Raut","MH ","2",17,219
31,39,"Dr. Najma A. Heptulla","MP ","17",17,219
32,39,"Shri Om Prakash Mathur","RJ ","16",17,219
33,41,"Dr. C.P. Thakur","BR ","12",17,219
34,41,"Smt. Bimla Kashyap Sood","HP ","16",17,219
35,41,"Ms. Mabel Rebello","JHK ","16",17,219
36,41,"Shri Nandi Yellaiah","AP ","14",17,219
37,42,"Shri Prabhat Jha","MP ","17",17,219
38,45,"Shri Naresh Gujral","PB ","17",17,219
39,48,"Shri Parimal Nathwani","JHK ","7",17,219
40,49,"Shri Rama Chandra Khuntia","OR ","14",17,219
41,50,"Shri Raashid Alvi","AP ","17",17,219
42,50,"Dr. Ram Prakash","HR ","17",17,219
43,51,"Shri Vinay Katiyar","UP ","15",17,219
44,52,"*Shri Rajeev Chandrasekhar","KAR ","2",17,219
45,53,"Shri Arjun Kumar Sengupta","WB ","9",17,219
46,53,"Shri Rajkumar Dhoot","MH ","4",17,219
47,54,"Shri G. Sanjeeva Reddy","AP ","13",17,219
48,55,"Shri B. S. Gnanadesikan","TN ","10",17,219
49,56,"Shri Ishwar Singh","HR ","17",17,219
50,58,"Shri Lalhming Liana","MZ ","17",17,219
51,62,"Dr. Ram Dayal Munda","NOM. ","15",17,219
52,64,"Smt. T. Ratna Bai","AP ","16",17,219
53,66,"Shri Anil H. Lad","KAR ","10",17,219
54,70,"Dr. Radhakant Nayak","OR ","17",17,219
55,71,"Shri Gireesh Kumar Sanghi","AP ","12",17,219
56,74,"Shri Swapan Sadhan Bose","WB ","3",17,219
57,74,"Shri Biswajit Daimary","AS ","8",17,219
58,75,"Dr. N. Janardhana Reddy","AP ","17",17,219
59,79,"Shri Tariq Anwar","MH ","16",17,219
60,83,"Smt. Brinda Karat","WB ","15",17,219
61,83,"Shri Moinul Hassan","WB ","17",17,219
62,84,"Dr. Yogendra P. Trivedi","MH ","11",17,219
63,85,"Shri Jabir Husain","BR ","17",17,219
64,86,"Dr. V. Maitreyan","TN ","17",17,219
65,87,"Shri Mukul Roy","WB ","M",17,219
66,88,"Shri Shyamal Chakraborty","WB ","16",17,219
67,89,"Dr. Mahendra Prasad","BR ","14",17,219
68,90,"Shri Rajniti Prasad","BR ","11",17,219
69,91,"Shri Subhash Prasad Yadav","BR ","7",17,219
70,92,"Shri B.B. Tiwari","UP ","17",17,219
71,95,"Shri Tarini Kanta Roy","WB ","6",17,219
72,95,"Shri Penumalli Madhu","AP ","17",17,219
73,97,"Shri H.K. Dua","NOM. ","17",17,219
74,98,"Smt. Shobhana Bhartia","NOM. ","17",17,219
75,99,"Shri Shyam Benegal","NOM. ","12",17,219
76,100,"Dr. Ashok S. Ganguly","NOM. ","11",17,219
77,101,"Shri Javed Akhtar","NOM. ","13",17,219
78,102,"Smt. B. Jayashree","NOM. ","6",17,219
79,102,"Prof. M.S. Swaminathan","NOM. ","14",17,219
80,103,"Dr.(Smt.) Kapila Vatsyayan","NOM. ","17",17,219
81,105,"Sardar Tarlochan Singh","HR ","14",17,219
82,106,"*Dr. Janardhan Waghmare","MH ","1",17,219
83,107,"Smt. Vasanthi Stanley","TN ","13",17,219
84,108,"Dr. Anil Kumar Sahani","BR ","17",17,219
85,112,"Shri Veer Pal Singh Yadav","UP ","17",17,219
86,115,"Shri O.T. Lepcha","SK ","11",17,219
87,117,"Shri Thomas Sangma","MGH ","15",17,219
88,118,"Shri Ranjitsinh Vijaysinh Mohite-Patil","MH ","12",17,219
89,120,"Shri A.A. Jinnah","TN ","17",17,219
90,122,"Shri Amar Singh","UP ","2",17,219
91,124,"Shri Mahmood A. Madani","UP ","11",17,219
92,125,"Shri R.C. Singh","WB ","17",17,219
93,126,"Shri Sitaram Yechury","WB ","16",17,219
94,127,"Prof. Ram Gopal Yadav","UP ","13",17,219
95,128,"Shri Shivanand Tiwari","BR ","17",17,219
96,129,"Dr. K. Keshava Rao","AP ","14",17,219
97,130,"Shri Tapan Kumar Sen","WB ","15",17,219
98,130,"Shri Prasanta Chatterjee","WB ","2",17,219
99,130,"Shri P. Rajeeve","KR ","17",17,219
100,131,"Shri Naresh Agrawal","UP ","14",17,219
101,132,"Shri Satish Chandra Misra","UP ","13",17,219
102,133,"Smt. Kanimozhi","TN ","6",17,219
103,133,"Dr. K. Malaisamy","TN ","16",17,219
104,134,"Shri N. K. Singh","BR ","17",17,219
105,134,"Shri T.K. Rangarajan","TN ","15",17,219
106,135,"Shri Mohammed Amin","WB ","17",17,219
107,135,"Shri D. Raja","TN ","17",17,219
108,136,"Shri Kishore Kumar Mohanty","OR ","15",17,219
109,137,"Shri Virendra Bhatia","UP ","4",17,219
110,139,"Shri Ambeth Rajan","UP ","15",17,219
111,139,"Smt. Jharna Das Baidya","TR ","16",17,219
112,142,"Shri Kamal Akhtar","UP ","16",17,219
113,143,"*Shri Mahendra Mohan","UP ","15",17,219
114,144,"Shri Mangala Kisan","OR ","17",17,219
115,144,"Shri K.N. Balagopal","KR ","17",17,219
116,146,"Shri M.V. Mysura Reddy","AP ","15",17,219
117,147,"Shri Veer Singh","UP ","11",17,219
118,148,"Shri Abani Roy","WB ","13",17,219
119,148,"Dr. Barun Mukherji","WB ","17",17,219
120,149,"Shri Syed Azeez Pasha","AP ","11",17,219
121,150,"Dr. T.N. Seema","KR ","15",17,219
122,151,"Shri Ram Narayan Sahu","UP ","9",17,219
123,152,"Shri Bhagwati Singh","UP ","16",17,219
124,152,"Shri Munquad Ali","UP ","8",17,219
125,152,"Smt. Renubala Pradhan","OR ","14",17,219
126,153,"Shri Jai Prakash","UP ","9",17,219
127,153,"Shri Rajaram","UP ","15",17,219
128,154,"Shri Ganga Charan","UP ","16",17,219
129,155,"Shri Brijlal Khabri","UP ","17",17,219
130,156,"Shri Rahul Bajaj","MH ","17",17,219
131,156,"*Shri Pyarimohan Mohapatra","OR ","7",17,219
132,157,"Shri Saman Pathak","WB ","16",17,219
133,158,"Shri Amir Alam Khan","UP ","7",17,219
134,159,"Shri Nand Kishore Yadav","UP ","16",17,219
135,160,"Shri M.P. Achuthan","KR ","13",17,219
136,161,"Shri Nandamuri Harikrishna","AP ","10",17,219
137,164,"Shri Sharad Anantrao Joshi","MH ","16",17,219
138,166,"Shri Ahmad Saeed Malihabadi","WB ","17",17,219
139,167,"Shri Sabir Ali","BR ","9",17,219
140,168,"Shri P.R. Rajan","KR ","13",17,219
141,168,"Shri Ali Anwar Ansari","BR ","10",17,219
142,171,"Shri K.E. Ismail","KR ","7",17,219
143,175,"Shri Shriram Pal","UP ","12",17,219
144,177,"Dr. Manohar Joshi","MH ","11",17,219
145,178,"Shri A.K. Antony","KR ","M",17,219
146,179,"Dr. Karan Singh","DL ","12",17,219
147,179,"Shri Shanta Kumar","HP ","17",17,219
148,180,"Shri S.S. Ahluwalia","JHK ","17",17,219
149,180,"Dr. Manmohan Singh","AS ","PM",17,219
150,181,"Shri Ahmed Patel","GJ ","14",17,219
151,182,"Shri Rajiv Pratap Rudy","BR ","14",17,219
152,183,"Shri Vikram Verma","MP ","17",17,219
153,183,"Shri K. Rahman Khan","KAR ","HDC",17,219
154,184,"Shri Motilal Vora","CHT ","17",17,219
155,184,"Shri Janardan Dwivedi","DL ","17",17,219
156,185,"Shri Prem Chand Gupta","JHK ","15",17,219
157,185,"Shri Arun Shourie","UP ","6",17,219
158,185,"Shri Balavant alias Bal Apte","MH ","14",17,219
159,187,"Shri Oscar Fernandes","KAR ","14",17,219
160,188,"Prof. Saif-ud-Din Soz","J & K ","17",17,219
161,189,"Shri Balbir Punj","OR ","15",17,219
162,189,"Shri Jairam Ramesh","KAR ","M",17,219
163,191,"Shri Rajeev Shukla","MH ","15",17,219
164,191,"Dr. T. Subbarami Reddy","AP ","10",17,219
165,191,"Shri Kalraj Mishra","UP ","14",17,219
166,192,"Shri Birendra Prasad Baishya","AS ","17",17,219
167,192,"Shri Murli Deora","MH ","M",17,219
168,193,"Shri Narendra Budania","RJ ","17",17,219
169,193,"Shri S. Anbalagan","TN ","15",17,219
170,194,"Shri N. Balaganga","TN ","15",17,219
171,195,"Shri Mohd. Ali Khan","AP ","16",17,219
172,196,"Miss Anusuiya Uikey","MP ","17",17,219
173,196,"Shri Lalit Kishore Chaturvedi","RJ ","16",17,219
174,198,"Shri Mani Shankar Aiyar","NOM. ","9",17,219
175,199,"Shri Mohammad Shafi","J & K ","14",17,219
176,200,"Shri Raj Mohinder Singh Majitha","PB ","8",17,219
177,200,"Shri V. Hanumantha Rao","TG ","12",17,219
178,201,"Shri Jesudasu Seelam","AP ","17",17,219
179,202,"Shri Shadi Lal Batra","HR ","17",17,219
180,202,"Shri Shivpratap Singh","CHT ","12",17,219
181,203,"Shri Parvez Hashmi","DL ","17",17,219
182,204,"Dr. K.V.P. Ramachandra Rao","TG ","16",17,219
183,204,"Shri Raghunandan Sharma","MP ","17",17,219
184,206,"Shri Rudra Narayan Pany","OR ","13",17,219
185,207,"Shri Kumar Deepak Das","AS ","17",17,219
186,208,"Shri N.R. Govindarajar","TN ","16",17,219
187,209,"Shri A. Elavarasan","TN ","14",17,219
188,209,"Dr. Bhalchandra Mungekar","NOM. ","15",17,219
189,211,"Dr. Bharatkumar Raut","MH ","17",17,219
190,213,"Shri Surendra Motilal Patel","GJ ","12",17,219
191,214,"Shri Praveen Rashtrapal","GJ ","12",17,219
192,214,"Shri Shantaram Naik","GOA ","17",17,219
193,214,"*Shri Bhagirathi Majhi","OR ","12",17,219
194,218,"Shri G. N. Ratanpuri","J & K ","17",17,219
195,227,"Shri Dhiraj Prasad Sahu","JHK ","14",17,219
196,228,"Shri Ghulam Nabi Azad","J & K ","M",17,219
197,229,"Prof. P.J. Kurien","KR ","HDC",17,219
198,230,"Shri Satyavrat Chaturvedi","MP ","17",17,219
199,230,"Smt. Maya Singh","MP ","17",17,219
200,230,"Shri Bhubaneswar Kalita","AS ","17",17,219
201,231,"Shri Bhagat Singh Koshyari","UTK ","16",17,219
202,231,"Smt. Ambika Soni","PB ","M",17,219
203,232,"Smt. Mohsina Kidwai","CHT ","16",17,219
204,233,"Shri Ashwani Kumar","PB ","17",17,219
205,233,"Shri B.K. Hariprasad","KAR ","14",17,219
206,233,"Shri Ramdas Agarwal","RJ ","11",17,219
207,234,"Shri Vayalar Ravi","KR ","M",17,219
208,235,"Dr. Abhishek Manu Singhvi","WB ","8",17,219
209,235,"Shri Vijaykumar Rupani","GJ ","11",17,219
210,236,"*Smt. Viplove Thakur","HP ","12",17,219
211,237,"Shri Satish Sharma","UP ","17",17,219
212,237,"Shri Mukut Mithi","AR ","17",17,219
213,240,"Shri Natuji Halaji Thakor","GJ ","13",17,219
214,240,"Shri K.B. Shanappa","KAR ","16",17,219
215,240,"Dr. M.S. Gill","PB ","M",17,219
216,241,"Shri Shreegopal Vyas","CHT ","17",17,219
217,241,"Dr. E.M. Sudarsana Natchiappan","TN ","17",17,219
218,241,"Shri Bharatsinh Prabhatsinh Parmar","GJ ","13",17,219
219,242,"Shri Vijay Jawaharlal Darda","MH ","10",17,219
220,244,"Shri Kanjibhai Patel","GJ ","15",17,219
221,244,"Shri Jai Prakash Narayan Singh","JHK ","16",17,219
222,245,"Shri Narayan Singh Kesari","MP ","15",17,219
223,246,"Smt. Naznin Faruque","AS ","17",17,219
224,246,"Shri Pravin Naik","GJ ","16",17,219
225,247,"Shri P. Kannan","PUD ","9",17,219
226,247,"Dr. Gyan Prakash Pilania","RJ ","15",17,219
1,0,"Shri Arjun Singh","MP ","8",26,220
2,0,"Dr. Akhilesh Das Gupta","UP ","16",26,220
3,0,"Shri M. Rajasekara Murthy","KAR ","22",26,220
4,0,"Shri Avtar Singh Karimpuri","UP ","26",26,220
5,0,"Smt. Kusum Rai","UP ","23",26,220
6,0,"Shri Brajesh Pathak","UP ","25",26,220
7,0,"Shri Mohammed Adeeb","UP ","25",26,220
8,0,"Shri S.M. Krishna","KAR ","M",26,220
9,1,"Shri Arun Jaitley","UP ","LOP",26,220
10,6,"Shri Mukhtar Abbas Naqvi","JHK ","25",26,220
11,7,"Shri Anil Madhav Dave","MP ","24",26,220
12,7,"Shri Avinash Rai Khanna","PB ","25",26,220
13,8,"Shri Kaptan Singh Solanki","MP ","23",26,220
14,8,"Shri Parshottam Rupala","GJ ","17",26,220
15,9,"Shri Rishang Keishing","MN ","25",26,220
16,10,"Shri Prithviraj Chavan","MH ","M",26,220
17,11,"Dr. Chandan Mitra","MP ","21",26,220
18,12,"Ms. Sushila Tiriya","OR ","24",26,220
19,12,"Shri Nand Kumar Sai","CHT ","24",26,220
20,13,"Shri Tarun Vijay","UTK ","24",26,220
21,14,"Shri Aayanur Manjunatha","KAR ","18",26,220
22,15,"*Dr. Prabha Thakur","RJ ","25",26,220
23,16,"Prof. Alka Balram Kshatriya","GJ ","25",26,220
24,18,"Shri Silvius Condpan","AS ","26",26,220
25,24,"Shri M. Venkaiah Naidu","RJ ","15",26,220
26,25,"Shri Ravi Shankar Prasad","BR ","19",26,220
27,29,"Shri Prakash Javadekar","MH ","23",26,220
28,30,"Chaudhary Birender Singh","HR ","22",26,220
29,31,"Shri Piyush Goyal","MH ","24",26,220
30,31,"Shri G.K. Vasan","TN ","M",26,220
31,32,"Shri M. Rama Jois","KAR ","22",26,220
32,35,"Shri V.P. Singh Badnore","RJ ","18",26,220
33,37,"Sardar Sukhdev Singh Dhindsa","PB ","18",26,220
34,38,"Smt. Jayanthi Natarajan","TN ","7",26,220
35,38,"Shri Sanjay Raut","MH ","19",26,220
36,39,"Shri Om Prakash Mathur","RJ ","20",26,220
37,41,"Dr. C.P. Thakur","BR ","10",26,220
38,41,"Shri Nandi Yellaiah","AP ","20",26,220
39,41,"Ms. Mabel Rebello","JHK ","24",26,220
40,41,"Smt. Bimla Kashyap Sood","HP ","22",26,220
41,42,"Shri Prabhat Jha","MP ","17",26,220
42,44,"Sardar Balwinder Singh Bhunder","PB ","23",26,220
43,44,"Shri Rasheed Masood","UP ","14",26,220
44,45,"Shri Naresh Gujral","PB ","26",26,220
45,48,"Shri Parimal Nathwani","JHK ","4",26,220
46,49,"Shri Rama Chandra Khuntia","OR ","22",26,220
47,50,"Shri Raashid Alvi","AP ","26",26,220
48,50,"Dr. Ram Prakash","HR ","25",26,220
49,51,"Shri Vinay Katiyar","UP ","24",26,220
50,52,"*Shri Rajeev Chandrasekhar","KAR ","20",26,220
51,52,"Dr. Dasari Narayana Rao","AP ","2",26,220
52,53,"Shri Rajkumar Dhoot","MH ","10",26,220
53,54,"Shri G. Sanjeeva Reddy","AP ","19",26,220
54,55,"Shri B. S. Gnanadesikan","TN ","9",26,220
55,56,"Shri Ishwar Singh","HR ","26",26,220
56,58,"Shri Lalhming Liana","MZ ","25",26,220
57,60,"Smt. Gundu Sudharani","TG ","19",26,220
58,61,"Shri Paul Manoj Pandian","TN ","25",26,220
59,62,"Dr. Ram Dayal Munda","NOM. ","23",26,220
60,64,"Smt. T. Ratna Bai","AP ","26",26,220
61,66,"Shri Anil H. Lad","KAR ","18",26,220
62,69,"Shri Ranbir Singh Parjapati","HR ","11",26,220
63,74,"Shri Biswajit Daimary","AS ","15",26,220
64,74,"Shri Swapan Sadhan Bose","WB ","3",26,220
65,75,"Dr. N. Janardhana Reddy","AP ","23",26,220
66,76,"Shri Ram Chandra Prasad Singh","BR ","17",26,220
67,78,"Shri Y. S. Chowdary","AP ","26",26,220
68,79,"Shri Tariq Anwar","MH ","15",26,220
69,83,"Smt. Brinda Karat","WB ","23",26,220
70,83,"Shri Moinul Hassan","WB ","20",26,220
71,84,"Dr. Yogendra P. Trivedi","MH ","15",26,220
72,85,"Shri Jabir Husain","BR ","26",26,220
73,85,"Shri Baishnab Parida","OR ","26",26,220
74,86,"Dr. V. Maitreyan","TN ","23",26,220
75,87,"Shri Mukul Roy","WB ","M",26,220
76,88,"Shri Shyamal Chakraborty","WB ","12",26,220
77,88,"Dr. Kanwar Deep Singh","WB ","23",26,220
78,89,"Dr. Mahendra Prasad","BR ","17",26,220
79,90,"Shri Rajniti Prasad","BR ","23",26,220
80,90,"Shri Ram Vilas Paswan","BR ","24",26,220
81,93,"Dr. K.P. Ramalingam","TN ","23",26,220
82,95,"Shri Tarini Kanta Roy","WB ","21",26,220
83,97,"Shri H.K. Dua","NOM. ","25",26,220
84,98,"Smt. Shobhana Bhartia","NOM. ","25",26,220
85,99,"Shri Shyam Benegal","NOM. ","19",26,220
86,100,"*Dr. Ashok S. Ganguly","NOM. ","18",26,220
87,101,"Shri Javed Akhtar","NOM. ","9",26,220
88,102,"Smt. B. Jayashree","NOM. ","20",26,220
89,102,"Prof. M.S. Swaminathan","NOM. ","20",26,220
90,103,"*Dr.(Smt.) Kapila Vatsyayan","NOM. ","20",26,220
91,104,"Dr. Vijay Mallya","KAR ","20",26,220
92,105,"Sardar Tarlochan Singh","HR ","3",26,220
93,105,"Shri Ram Kripal Yadav","BR ","18",26,220
94,106,"Dr. Janardhan Waghmare","MH ","25",26,220
95,107,"Smt. Vasanthi Stanley","TN ","17",26,220
96,107,"Shri Khekiho Zhimomi","NG ","18",26,220
97,108,"Dr. Anil Kumar Sahani","BR ","13",26,220
98,108,"Shri T.M. Selvaganapathi","TN ","21",26,220
99,112,"Shri Veer Pal Singh Yadav","UP ","25",26,220
100,115,"Shri O.T. Lepcha","SK ","17",26,220
101,117,"Shri Thomas Sangma","MGH ","24",26,220
102,118,"Shri Ranjitsinh Vijaysinh Mohite-Patil","MH ","15",26,220
103,120,"Shri Ishwarlal Shankarlal Jain","MH ","20",26,220
104,120,"Shri A.A. Jinnah","TN ","26",26,220
105,121,"Shri S. Thangavelu","TN ","23",26,220
106,122,"Shri Amar Singh","UP ","8",26,220
107,124,"Shri Mahmood A. Madani","UP ","8",26,220
108,125,"Shri R.C. Singh","WB ","24",26,220
109,126,"Shri Sitaram Yechury","WB ","24",26,220
110,127,"Prof. Ram Gopal Yadav","UP ","15",26,220
111,127,"Shri Mohan Singh","UP ","26",26,220
112,128,"Shri Shivanand Tiwari","BR ","14",26,220
113,129,"Dr. K. Keshava Rao","AP ","22",26,220
114,130,"Shri Tapan Kumar Sen","WB ","22",26,220
115,130,"Shri Prasanta Chatterjee","WB ","24",26,220
116,130,"Shri P. Rajeeve","KR ","21",26,220
117,131,"Shri Naresh Agrawal","UP ","24",26,220
118,132,"*Shri Shashi Bhusan Behera","OR ","22",26,220
119,132,"Shri Satish Chandra Misra","UP ","24",26,220
120,133,"Smt. Kanimozhi","TN ","17",26,220
121,134,"Shri T.K. Rangarajan","TN ","15",26,220
122,134,"Shri N. K. Singh","BR ","21",26,220
123,135,"Shri D. Raja","TN ","26",26,220
124,135,"Shri Mohammed Amin","WB ","20",26,220
125,136,"Shri Kishore Kumar Mohanty","OR ","24",26,220
126,139,"Smt. Jharna Das Baidya","TR ","25",26,220
127,139,"Shri Ambeth Rajan","UP ","26",26,220
128,143,"Shri Mahendra Mohan","UP ","21",26,220
129,144,"*Shri Mangala Kisan","OR ","14",26,220
130,144,"Shri K.N. Balagopal","KR ","21",26,220
131,146,"Shri Narendra Kumar Kashyap","UP ","26",26,220
132,146,"Shri M.V. Mysura Reddy","AP ","26",26,220
133,147,"Shri Veer Singh","UP ","24",26,220
134,148,"Shri Abani Roy","WB ","24",26,220
135,148,"Dr. Barun Mukherji","WB ","26",26,220
136,149,"Shri Syed Azeez Pasha","AP ","26",26,220
137,150,"Dr. T.N. Seema","KR ","23",26,220
138,152,"Shri Munquad Ali","UP ","16",26,220
139,152,"Smt. Renubala Pradhan","OR ","18",26,220
140,153,"Shri Jai Prakash","UP ","21",26,220
141,153,"Shri Rajaram","UP ","23",26,220
142,154,"Shri Ganga Charan","UP ","21",26,220
143,154,"Prof. S.P.Singh Baghel","UP ","26",26,220
144,155,"Shri Brijlal Khabri","UP ","23",26,220
145,156,"Shri Pyarimohan Mohapatra","OR ","22",26,220
146,157,"Shri Saman Pathak","WB ","25",26,220
147,160,"Shri M.P. Achuthan","KR ","25",26,220
148,161,"Shri Nandamuri Harikrishna","AP ","2",26,220
149,166,"Shri Ahmad Saeed Malihabadi","WB ","25",26,220
150,167,"Shri Sabir Ali","BR ","17",26,220
151,168,"Shri Ali Anwar Ansari","BR ","16",26,220
152,170,"Shri Jugul Kishore","UP ","22",26,220
153,171,"Shri K.E. Ismail","KR ","4",26,220
154,174,"Shri Pramod Kureel","UP ","17",26,220
155,175,"Shri Salim Ansari","UP ","26",26,220
156,176,"Shri Rajpal Singh Saini","UP ","26",26,220
157,177,"Dr. Manohar Joshi","MH ","21",26,220
158,177,"Shri Anand Sharma","HP ","26",26,220
159,178,"Shri A.K. Antony","KR ","M",26,220
160,179,"Dr. Karan Singh","DL ","25",26,220
161,179,"Shri Shanta Kumar","HP ","21",26,220
162,180,"Shri S.S. Ahluwalia","JHK ","25",26,220
163,180,"Dr. Manmohan Singh","AS ","PM",26,220
164,181,"Shri Ahmed Patel","GJ ","19",26,220
165,182,"Shri Rajiv Pratap Rudy","BR ","24",26,220
166,183,"Shri Vikram Verma","MP ","25",26,220
167,183,"Shri K. Rahman Khan","KAR ","HDC",26,220
168,184,"Shri Motilal Vora","CHT ","25",26,220
169,184,"Shri Janardan Dwivedi","DL ","26",26,220
170,185,"Shri Prem Chand Gupta","JHK ","25",26,220
171,185,"Shri Balavant alias Bal Apte","MH ","19",26,220
172,187,"Shri Oscar Fernandes","KAR ","23",26,220
173,188,"Prof. Saif-ud-Din Soz","J & K ","26",26,220
174,189,"Shri Balbir Punj","OR ","23",26,220
175,189,"Shri Jairam Ramesh","KAR ","M",26,220
176,191,"Shri Rajeev Shukla","MH ","25",26,220
177,191,"Shri Kalraj Mishra","UP ","24",26,220
178,191,"Dr. T. Subbarami Reddy","AP ","21",26,220
179,192,"Shri Ram Jethmalani","BR ","17",26,220
180,192,"Shri Birendra Prasad Baishya","AS ","26",26,220
181,192,"Shri Murli Deora","MH ","M",26,220
182,193,"Shri Narendra Budania","RJ ","26",26,220
183,194,"Shri N. Balaganga","TN ","22",26,220
184,195,"Shri Mohd. Ali Khan","AP ","26",26,220
185,196,"Miss Anusuiya Uikey","MP ","23",26,220
186,198,"Shri Mani Shankar Aiyar","NOM. ","23",26,220
187,199,"Shri Mohammad Shafi","J & K ","19",26,220
188,200,"Shri V. Hanumantha Rao","TG ","20",26,220
189,201,"Shri Jesudasu Seelam","AP ","25",26,220
190,201,"Shri Upendra Kushwaha","BR ","12",26,220
191,202,"Shri Shadi Lal Batra","HR ","26",26,220
192,202,"Shri Shivpratap Singh","CHT ","16",26,220
193,203,"Shri Parvez Hashmi","DL ","26",26,220
194,204,"Shri Raghunandan Sharma","MP ","22",26,220
195,204,"Dr. K.V.P. Ramachandra Rao","TG ","25",26,220
196,206,"Shri Rudra Narayan Pany","OR ","22",26,220
197,207,"Shri Kumar Deepak Das","AS ","26",26,220
198,209,"Shri A. Elavarasan","TN ","19",26,220
199,209,"Dr. Bhalchandra Mungekar","NOM. ","22",26,220
200,211,"Dr. Bharatkumar Raut","MH ","25",26,220
201,213,"Shri Surendra Motilal Patel","GJ ","22",26,220
202,214,"Shri Praveen Rashtrapal","GJ ","24",26,220
203,214,"Shri Shantaram Naik","GOA ","26",26,220
204,218,"Shri G. N. Ratanpuri","J & K ","24",26,220
205,222,"Shri K.V. Ramalingam","TN ","22",26,220
206,225,"Shri Avinash Pande","MH ","23",26,220
207,227,"Shri Dhiraj Prasad Sahu","JHK ","24",26,220
208,228,"Shri Ghulam Nabi Azad","J & K ","M",26,220
209,229,"Prof. P.J. Kurien","KR ","HDC",26,220
210,230,"Smt. Maya Singh","MP ","25",26,220
211,230,"Shri Bhubaneswar Kalita","AS ","23",26,220
212,230,"Shri Satyavrat Chaturvedi","MP ","25",26,220
213,231,"Shri Bhagat Singh Koshyari","UTK ","23",26,220
214,231,"Smt. Ambika Soni","PB ","M",26,220
215,232,"Smt. Mohsina Kidwai","CHT ","23",26,220
216,233,"Shri Ashwani Kumar","PB ","24",26,220
217,233,"Shri Ramdas Agarwal","RJ ","14",26,220
218,234,"Shri Vayalar Ravi","KR ","M",26,220
219,235,"*Dr. Abhishek Manu Singhvi","WB ","4",26,220
220,235,"Shri Vijaykumar Rupani","GJ ","16",26,220
221,236,"Smt. Viplove Thakur","HP ","26",26,220
222,237,"Shri Satish Sharma","UP ","26",26,220
223,237,"Shri Mukut Mithi","AR ","25",26,220
224,240,"Shri K.B. Shanappa","KAR ","24",26,220
225,240,"Shri Natuji Halaji Thakor","GJ ","16",26,220
226,240,"Dr. M.S. Gill","PB ","M",26,220
227,241,"Shri Bharatsinh Prabhatsinh Parmar","GJ ","15",26,220
228,241,"Shri Shreegopal Vyas","CHT ","26",26,220
229,241,"Dr. E.M. Sudarsana Natchiappan","TN ","26",26,220
230,242,"*Shri Vijay Jawaharlal Darda","MH ","14",26,220
231,244,"Shri Kanjibhai Patel","GJ ","24",26,220
232,244,"*Shri Jai Prakash Narayan Singh","JHK ","12",26,220
233,245,"Shri Narayan Singh Kesari","MP ","22",26,220
234,245,"Dr. Vijaylaxmi Sadho","MP ","26",26,220
235,246,"Smt. Naznin Faruque","AS ","20",26,220
236,246,"Shri Pravin Naik","GJ ","25",26,220
237,247,"Shri P. Kannan","PUD ","6",26,220
238,247,"*Dr. Gyan Prakash Pilania","RJ ","7",26,220
239,248,"Shri Ashk Ali Tak","RJ ","25",26,220
1,0,"Shri Arjun Singh","MP ","6",23,221
2,0,"Dr. Akhilesh Das Gupta","UP ","9",23,221
3,0,"Shri M. Rajasekara Murthy","KAR ","11",23,221
4,0,"Shri Avtar Singh Karimpuri","UP ","21",23,221
5,0,"Smt. Kusum Rai","UP ","16",23,221
6,0,"Shri Brajesh Pathak","UP ","22",23,221
7,0,"Shri Mohammed Adeeb","UP ","23",23,221
